absolute_path,svs_filename,binary_label,label,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,drug_name,DOSE_LEVEL,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,SPECIES,ANIMAL_AGE(week),ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/N-methyl-N-nitrosourea/Liver/65349.svs,65349.svs,1,abnormal,716,4,3,N-methyl-N-nitrosourea,N-methyl-N-nitrosourea,High,100,mg/kg,24 hr,Single,intraperitoneal injection,Rat,6,Liver,"Alteration, nuclear",Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37721.svs,37721.svs,1,abnormal,432,12,5,papaverine,papaverine,Middle,120,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/omeprazole/Liver/4848.svs,4848.svs,1,abnormal,123,14,3,omeprazole,omeprazole,High,1000,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic",Periportal,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/thioacetamide/Liver/27622.svs,27622.svs,1,abnormal,116,10,3,thioacetamide,thioacetamide,Middle,15,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,"Atypia, nuclear | Single cell necrosis",Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/hydroxyzine/Liver/19747.svs,19747.svs,1,abnormal,370,13,4,hydroxyzine,hydroxyzine,High,100,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/10646.svs,10646.svs,1,abnormal,241,12,1,methyltestosterone,methyltestosterone,Middle,100,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Increased mitosis,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetamidofluorene/Liver/51456.svs,51456.svs,1,abnormal,568,14,3,acetamidofluorene,acetamidofluorene,High,1000,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/hydroxyzine/Liver/19770.svs,19770.svs,1,abnormal,370,15,3,hydroxyzine,hydroxyzine,High,100,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11938.svs,11938.svs,1,abnormal,292,12,1,flutamide,flutamide,Middle,50,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/nitrosodiethylamine/Liver/52388.svs,52388.svs,1,abnormal,570,11,1,nitrosodiethylamine,nitrosodiethylamine,Middle,30,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethionamide/Liver/46064.svs,46064.svs,1,abnormal,584,10,1,ethionamide,ethionamide,Middle,300,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,"Microgranuloma | Single cell necrosis | Vacuolization, nuclear",Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/20301.svs,20301.svs,1,abnormal,394,8,1,fenofibrate,fenofibrate,Low,10,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Increased mitosis,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/colchicine/Liver/41826.svs,41826.svs,1,abnormal,502,13,3,colchicine,colchicine,High,5,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Cellular infiltration | Increased mitosis,Periductular | Bile duct cell | Midlobular,minimal | slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/thioacetamide/Liver/46820.svs,46820.svs,1,abnormal,117,15,1,thioacetamide,thioacetamide,High,45,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Alteration, nuclear | Cellular foci | Degeneration, granular, eosinophilic | Hypertrophy | Proliferation, oval cell",Centrilobular,slight | minimal | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/clofibrate/Liver/25021.svs,25021.svs,1,abnormal,99,15,4,clofibrate,clofibrate,High,300,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Cellular infiltration | Degeneration, granular, eosinophilic | Swelling",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35379.svs,35379.svs,1,abnormal,436,15,2,chlorpropamide,chlorpropamide,High,300,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/dantrolene/Liver/43872.svs,43872.svs,1,abnormal,520,13,5,dantrolene,dantrolene,High,250,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30716.svs,30716.svs,1,abnormal,211,13,2,sulfasalazine,sulfasalazine,High,1000,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Swelling,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/aflatoxin_B1/Liver/65383.svs,65383.svs,1,abnormal,717,2,2,aflatoxin B1,aflatoxin_B1,Low,1,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic | Single cell necrosis",Periportal,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/carbon_tetrachloride/Liver/26458.svs,26458.svs,1,abnormal,67,9,2,carbon tetrachloride,carbon_tetrachloride,Low,30,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, fatty",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/nicotinic_acid/Liver/57831.svs,57831.svs,1,abnormal,386,6,5,nicotinic acid,nicotinic_acid,Low,100,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic",Peripheral,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetamidofluorene/Liver/51986.svs,51986.svs,1,abnormal,569,8,1,acetamidofluorene,acetamidofluorene,Low,30,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Adenoma, hepatocellular | Cellular foci | Proliferation, bile duct | Proliferation, oval cell | Swelling",Periportal | Centrilobular,P | slight | severe
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/13649.svs,13649.svs,1,abnormal,296,2,2,tamoxifen,tamoxifen,Control,0,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Necrosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/bromobenzene/Liver/30510.svs,30510.svs,1,abnormal,186,13,2,bromobenzene,bromobenzene,High,300,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Cellular infiltration | Hypertrophy,Centrilobular,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/carbon_tetrachloride/Liver/26476.svs,26476.svs,1,abnormal,67,17,1,carbon tetrachloride,carbon_tetrachloride,High,300,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,"Cellular infiltration | Degeneration, fatty | Degeneration, hydropic",Centrilobular,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/bendazac/Liver/44473.svs,44473.svs,1,abnormal,551,15,2,bendazac,bendazac,High,300,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy | Microgranuloma | Single cell necrosis,Centrilobular,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35377.svs,35377.svs,1,abnormal,436,14,5,chlorpropamide,chlorpropamide,High,300,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/hexachlorobenzene/Liver/62084.svs,62084.svs,1,abnormal,633,10,2,hexachlorobenzene,hexachlorobenzene,Middle,1000,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Cellular infiltration,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/griseofulvin/Liver/10913.svs,10913.svs,1,abnormal,289,9,3,griseofulvin,griseofulvin,Middle,300,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Increased mitosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/simvastatin/Liver/42376.svs,42376.svs,1,abnormal,516,1,3,simvastatin,simvastatin,Control,0,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/phenylanthranilic_acid/Liver/50247.svs,50247.svs,1,abnormal,597,15,1,phenylanthranilic acid,phenylanthranilic_acid,High,2000,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic | Necrosis",Hepatocyte,slight | P
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/disulfiram/Liver/47932.svs,47932.svs,1,abnormal,492,16,2,disulfiram,disulfiram,High,600,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/nimesulide/Liver/47493.svs,47493.svs,1,abnormal,587,15,5,nimesulide,nimesulide,High,100,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance | Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/clofibrate/Liver/25065.svs,25065.svs,1,abnormal,99,16,3,clofibrate,clofibrate,High,300,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, granular, eosinophilic | Mineralization | Swelling",Centrilobular,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37688.svs,37688.svs,1,abnormal,432,11,3,papaverine,papaverine,Middle,120,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58987.svs,58987.svs,1,abnormal,454,15,5,cycloheximide,cycloheximide,High,10,mg/kg,9 hr,Single,intravenous injection,Rat,6,Liver,"Change, eosinophilic | Single cell necrosis",Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetamidofluorene/Liver/51493.svs,51493.svs,1,abnormal,568,11,1,acetamidofluorene,acetamidofluorene,Middle,300,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/chlormezanone/Liver/13134.svs,13134.svs,1,abnormal,303,15,5,chlormezanone,chlormezanone,High,500,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetamidofluorene/Liver/51903.svs,51903.svs,1,abnormal,569,7,1,acetamidofluorene,acetamidofluorene,Low,30,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Proliferation, bile duct | Proliferation, oval cell | Swelling",Periportal | Centrilobular,slight | severe
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/simvastatin/Liver/42157.svs,42157.svs,1,abnormal,515,12,4,simvastatin,simvastatin,Middle,120,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Increased mitosis,Midlobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/simvastatin/Liver/42550.svs,42550.svs,1,abnormal,516,15,3,simvastatin,simvastatin,High,400,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Change, basophilic | Increased mitosis",Periportal | Midlobular,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/terbinafine/Liver/44296.svs,44296.svs,1,abnormal,534,12,1,terbinafine,terbinafine,Middle,250,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38569.svs,38569.svs,1,abnormal,463,12,2,disopyramide,disopyramide,Middle,120,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Change, eosinophilic",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/benzbromarone/Liver/6023.svs,6023.svs,1,abnormal,155,10,4,benzbromarone,benzbromarone,Middle,60,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance | Hypertrophy,Centrilobular,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methyltestosterone/Liver/14211.svs,14211.svs,1,abnormal,241,16,3,methyltestosterone,methyltestosterone,High,300,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Hypertrophy | Increased mitosis,Hepatocyte,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/etoposide/Liver/45553.svs,45553.svs,1,abnormal,555,6,2,etoposide,etoposide,Low,3,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethanol/Liver/47867.svs,47867.svs,1,abnormal,588,15,4,ethanol,ethanol,High,4000,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,"Deposit, lipid",,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38209.svs,38209.svs,1,abnormal,442,16,1,sulindac,sulindac,High,150,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Hypertrophy,Periportal,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/WY-14643/Liver/29541.svs,29541.svs,1,abnormal,182,5,2,WY-14643,WY-14643,Low,10,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, granular, eosinophilic | Increased mitosis",Hepatocyte,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11796.svs,11796.svs,1,abnormal,292,14,5,flutamide,flutamide,High,150,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/omeprazole/Liver/27516.svs,27516.svs,1,abnormal,124,12,1,omeprazole,omeprazole,Middle,300,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethionamide/Liver/45961.svs,45961.svs,1,abnormal,584,1,1,ethionamide,ethionamide,Control,0,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethambutol/Liver/36322.svs,36322.svs,1,abnormal,391,10,5,ethambutol,ethambutol,Middle,300,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Single cell necrosis,Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/bortezomib/Liver/66345.svs,66345.svs,1,abnormal,740,14,5,bortezomib,bortezomib,High,1,mg/kg,6 hr,Single,intravenous injection,Rat,6,Liver,"Alteration, nuclear | Change, eosinophilic | Hypertrophy | Single cell necrosis",Peripheral | Hepatocyte,slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethionine/Liver/4786.svs,4786.svs,1,abnormal,125,12,2,ethionine,ethionine,Middle,80,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/nitrofurantoin/Liver/30091.svs,30091.svs,1,abnormal,151,8,5,nitrofurantoin,nitrofurantoin,Low,10,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Cellular infiltration,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/allyl_alcohol/Liver/25686.svs,25686.svs,1,abnormal,103,11,2,allyl alcohol,allyl_alcohol,Middle,10,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Necrosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49747.svs,49747.svs,1,abnormal,596,13,4,bucetin,bucetin,High,1000,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,"Change, eosinophilic",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61550.svs,61550.svs,1,abnormal,630,15,2,aspirin,aspirin,High,2000,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30759.svs,30759.svs,1,abnormal,211,14,1,sulfasalazine,sulfasalazine,High,1000,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Swelling,Centrilobular,moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33637.svs,33637.svs,1,abnormal,305,8,4,ethinylestradiol,ethinylestradiol,Low,1,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Necrosis,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/phenobarbital/Liver/25660.svs,25660.svs,1,abnormal,93,14,3,phenobarbital,phenobarbital,High,100,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance | Hypertrophy | Increased mitosis,Centrilobular,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/carbon_tetrachloride/Liver/26620.svs,26620.svs,1,abnormal,67,12,5,carbon tetrachloride,carbon_tetrachloride,Low,30,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Cellular infiltration | Degeneration, fatty",Centrilobular,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethionamide/Liver/46126.svs,46126.svs,1,abnormal,584,15,2,ethionamide,ethionamide,High,1000,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic | Single cell necrosis",Periportal,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/benzbromarone/Liver/5819.svs,5819.svs,1,abnormal,155,6,1,benzbromarone,benzbromarone,Low,20,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/phalloidin/Liver/59293.svs,59293.svs,1,abnormal,481,4,4,phalloidin,phalloidin,High,1,mg/kg,8 day,Repeat,intraperitoneal injection,Rat,6,Liver,"Lesion,NOS | Proliferation, bile duct | Single cell necrosis",Centrilobular | Peripheral,moderate | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methimazole/Liver/33487.svs,33487.svs,1,abnormal,278,14,5,methimazole,methimazole,High,100,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59189.svs,59189.svs,1,abnormal,455,15,3,tunicamycin,tunicamycin,High,300,꺤g/kg,9 hr,Single,intraperitoneal injection,Rat,6,Liver,Single cell necrosis,Hepatocyte,moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ciprofloxacin/Liver/15082.svs,15082.svs,1,abnormal,313,14,4,ciprofloxacin,ciprofloxacin,High,1000,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma | Necrosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetaminophen/Liver/28185.svs,28185.svs,1,abnormal,42,19,2,acetaminophen,acetaminophen,High,1000,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/naphthyl_isothiocyanate/Liver/25426.svs,25426.svs,1,abnormal,101,16,2,naphthyl isothiocyanate,naphthyl_isothiocyanate,High,15,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Cellular infiltration | Necrosis | Proliferation, bile duct",Periportal,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethionine/Liver/27709.svs,27709.svs,1,abnormal,126,5,1,ethionine,ethionine,Low,25,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Cellular infiltration,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ciprofloxacin/Liver/13998.svs,13998.svs,1,abnormal,312,3,5,ciprofloxacin,ciprofloxacin,Control,0,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Necrosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/35052.svs,35052.svs,1,abnormal,434,11,3,fenofibrate,fenofibrate,Middle,100,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11940.svs,11940.svs,1,abnormal,292,12,2,flutamide,flutamide,Middle,50,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy | Microgranuloma,Centrilobular,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/chlorpromazine/Liver/28702.svs,28702.svs,1,abnormal,115,10,4,chlorpromazine,chlorpromazine,Middle,15,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/nitrosodiethylamine/Liver/52364.svs,52364.svs,1,abnormal,570,6,4,nitrosodiethylamine,nitrosodiethylamine,Low,10,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55645.svs,55645.svs,1,abnormal,607,11,3,puromycin aminonucleoside,puromycin_aminonucleoside,Middle,12,mg/kg,15 day,Repeat,intravenous injection,Rat,6,Liver,"Change, basophilic | Increased mitosis",Hepatocyte,moderate | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/thioacetamide/Liver/46769.svs,46769.svs,1,abnormal,117,11,3,thioacetamide,thioacetamide,Middle,15,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Alteration, nuclear | Degeneration, granular, eosinophilic | Hypertrophy",Centrilobular,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/terbinafine/Liver/44311.svs,44311.svs,1,abnormal,534,12,5,terbinafine,terbinafine,Middle,250,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/nicotinic_acid/Liver/57940.svs,57940.svs,1,abnormal,386,11,4,nicotinic acid,nicotinic_acid,Middle,300,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic",Peripheral,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ticlopidine/Liver/53412.svs,53412.svs,1,abnormal,573,10,1,ticlopidine,ticlopidine,Middle,100,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
